Tweeter ,retweet count,liked count,language,Emotion,polarity,Postive/Neg,Sensitive ,text,,
@pboro5times,0,1,en,unknown,negative,110,FALSE,Firmino is on a different planet to  Lukaku. Flat track bully,,
@elafross9,0,1,en,unknown,neutral,110,FALSE,@lantanaprobs I'm not ruling out the earth is flat. NASA could just be photo shopping pictures of our planet to fool us ?,,
@the_sage_7,0,0,en,sadness,negative,109,FALSE,@peta Is this for real? I'm brown and my culture has been having milk since at least 2000yrs before the birth of Jesus. U guys r the dumbest schmucks on the planet (which sorry to disappoint u is not flat). Go get some education. Cattle shit is more valua,,
@mauveglo,0,1,en,joy,negative,108,FALSE,Lol this planet is soooooooooo stupid like unbelievably STUPID STUPID  we got dumb ass mofos who think the earth flat like fuckin animals like killing people & raping people cardi b assholes who think trans people are a separate species clowns think vaccinations give you,,
@JoanneCangal,1,0,en,unknown,neutral,108,FALSE,RT @GregCrone: @Thelliana @jyduclos @JoanneCangal @AndrewScheer Pretty sure they still call it global warming. NASA sure does. Why? The pla�,,
@GeltMelt,0,0,en,surprise,negative,107,FALSE,@Finbars9 @FlatEarthOrg @parallaxmax Omega lol flat earth is stupid the planet is obviously a donut ???,,
@VicbuttonVic,0,0,en,unknown,positive,108,FALSE,Hi folks make a date! This is the latest poster for our Flat Earth Presentation on 29th November 2018 https://t.co/5PPM0NNKHZ,,
@KazaamShazaam,0,0,en,unknown,negative,107,FALSE,@Kwikfit4uTim @UberFacts We have an anti vaxxer here people.Tell us how the earth is flat next and how we should all go vegan.,,
@hikenoal,19311,0,en,unknown,positive,108,FALSE,RT @lilpump: THE EARTH IS FLAT,,
@little_zeppuh,0,0,en,unknown,positive,109,FALSE,@FlatEarthOrg Even nature is giving hint that earth is flat.,,
@ifti64,2,0,en,joy,negative,108,FALSE,RT @5abiBaba: Most blind followers of Shiekh bin baz still believe earth is flat and does not move. He isn't the only one with such absurd�,,
@hajin928382,0,0,en,joy,negative,107,FALSE,@MAXIMUMSTUPlD yeahi wish i knew what it was cameltoe told me specifically not to say it so obviously i have too. itjust too bad that i dont remember. can you believethat dummy really thinks the earth is flat. love u lots probably.....,,
@Ililli0000,0,0,en,unknown,negative,106,FALSE,Genuine question: Do people really believe that the earth is flat?,,
@britboisammy,0,0,en,unknown,positive,107,FALSE,if the earth is flat then why am i having such a ball,,
@ParisUsa333,6,0,en,unknown,negative,106,FALSE,RT @lancastr_sierra: last night i spent like 4 hours watching conspiracy theory videos and i�ve now come to the conclusion the earth is fl�,,
@Byclemore,0,0,en,joy,negative,105,FALSE,@Dura_Ace @BicycleAdagio @MelbCrank Me too. It's like flat earthers trying to convince everyone the earth is flat when evidence is all around but they choose to ignore it and continue their pointless quest.,,
@Chana9MUFC,0,0,en,sadness,negative,104,FALSE,@AdamMcKola @JDOfficial Why did he get excited and call out a load of big boys n then shit himself last year?What round does he think Usyk is gonna put him flat out in?How much would he pay for a freddo if it were the last one on earth?,,
@andreojasper,0,0,en,unknown,neutral,104,FALSE,Flat Earth - Globe Earth Is A Fantasy Cartoon -Comments From Globe Disci... https://t.co/5x1kH6wEd5 via @YouTube,,
@seretideforwael,7,0,en,unknown,negative,103,FALSE,RT @Theflateartherz: The Earth is flat and space is fake if that upsets you then it's your problem not ours. https://t.co/9xwUBbTZAR,,
@Antonio23441289,10,0,en,unknown,negative,102,FALSE,RT @ParisUsa333: Hi my Flatearther family! Let�s try to fight the control opposition who misinformed others by pretending that Flat earth i�,,
@RIncompetence,4,0,en,fear,negative,101,FALSE,RT @DoctorKarl: Flat Earth? But the only way that the shadow of the Earth upon the Moon (during a Lunar Eclipse) can ALWAYS be a circle is�,,
@AustinHullette,0,0,en,unknown,neutral,101,FALSE,@lexces2 @outdoorwanderer @conservmillen Now isnt that something else  people from around the WORLD KNOWS HOW FAR LEFT THE DEMS HAVE MOVED  IF NOT CAREFUL THEY WILL FALL OFF THE FLAT EARTH  How many Cubans were murdered at the Bay of Pigs ??? Thanks L.B.J,,
@_Helicon_,0,0,en,joy,negative,100,FALSE,@rokro111 @ninjashoes @MarkusBoyd I believe we live on a globe. Until it�s proven to me otherwise I will believe the evidence provided. You on the other hand suggesting I�m naive yet Flat Earth has ZERO proof. Get a grip.,,
@darkhorsejr,32,0,en,unknown,positive,101,FALSE,RT @9NEWS: People from around the globe will be at this flat earth convention in Denver https://t.co/eGl2ScN45h https://t.co/5dATJnFJzG,,
@VicbuttonVic,0,0,en,unknown,positive,102,FALSE,Hi folks make a date! This is the latest poster for our Flat Earth Presentation on 29th November 2018 https://t.co/5PPM0NNKHZ,,
@platechucker,0,0,en,joy,negative,101,FALSE,@Its_Stationary Flawed logic. How can you drop a small object in a car at highway speeds without then smashing into it before it hits the floor? Love this flat earth bullshit lol,,
@KazaamShazaam,0,0,en,unknown,negative,100,FALSE,@Kwikfit4uTim @UberFacts We have an anti vaxxer here people.Tell us how the earth is flat next and how we should all go vegan.,,
@lizzie_eldridge,0,0,en,unknown,negative,99,FALSE,The flat earth theorists accuse others of heresy. Welcome to flat earth #Malta where the sun moves round this 'serene' island... Eppur si muove https://t.co/nBeto3tLdC,,
@hikenoal,19311,0,en,unknown,positive,100,FALSE,RT @lilpump: THE EARTH IS FLAT,,
@khakipillowslip,0,0,en,joy,neutral,100,FALSE,NASA doesn't need to inform you of the first real photo of the planet it's already happened. The DSCOVR :Epic satellite has been posting full planet shots for a long time. The Rosetta / Philae mission posted a really rather good one too. I await your full flat earth PHOTO... https://t.co/oLBEaFn8IW,,
@little_zeppuh,0,0,en,unknown,positive,101,FALSE,@FlatEarthOrg Even nature is giving hint that earth is flat.,,
@earthday_laurel,1,0,en,unknown,negative,100,FALSE,RT @ariannafrasca82: Add a twist to flat magnets on your refrigerator. Go. Check this out! #EarthDay  https://t.co/trr8nFz461 RT @fretzgeno�,,
@NeFCA_Org_Comm,1,0,nl,unknown,positive,101,FALSE,RT @PytrikSchafraad: In Gent op @NeFCA_Org_Comm  symposium over Churnalism. Gaan we vandaag de stand op maken 10 jaar na Flat Earth News?,,
@LLLLuucifer_,2149,0,en,unknown,positive,102,FALSE,RT @TheWeirdWorld: If the Earth was really flat cats would have pushed everything off it by now.,,
@AustinHullette,0,0,en,unknown,negative,101,FALSE,@conservmillen Now isnt that something else  people from around the WORLD KNOWS HOW FAR LEFT THE DEMS HAVE MOVED  IF NOT CAREFUL THEY WILL FALL OFF THE FLAT EARTH !!! Talking about flat look at micheals ass and hairy chest with its boyz to menz hair cut !,,
@ariannafrasca82,1,1,en,unknown,negative,100,FALSE,Add a twist to flat magnets on your refrigerator. Go. Check this out! #EarthDay  https://t.co/trr8nFz461 RT @fretzgenosa,,
@elpoeptsoleht,0,0,und,unknown,positive,101,FALSE,#FlatEarth https://t.co/SFIZMvCqmQ,,
@dayofavoured08,33,0,en,surprise,positive,102,FALSE,RT @WeAreWakinUp: I wonder does the #Jet Pilot of this Hawk T2 or any other Jet Pilot ever just think as they�re Flying over all this #Flat�,,
@UnCastellsMes,0,4,en,unknown,negative,101,FALSE,@frenchie_myriam @KayeTatton @ColoradoSkyEyes @FlatSlugbrains @jameswzegan85 @jon_hill987 @USMCNoggin @keigh_see @J5_Project @jelew311 @jbrownridge @mortisford @scientologyuk @james_dalgetty @KorbinWasilews1 @_lets_do_it_ @CobraElDiablo @doctorbuttons @Da,,
@dayofavoured08,28,0,en,unknown,neutral,101,FALSE,RT @WeAreWakinUp: Take a look at this short video from #SpaceX which @1Mith87 sent to me & explained the problems with it & I totally agree�,,
@dayofavoured08,28,0,en,unknown,neutral,101,FALSE,RT @WeAreWakinUp: The Hole Tweeted by #ChrisHadfield on the #ISS I have look more into it & I think its a case of them claiming the same t�,,
@dayofavoured08,25,0,en,joy,positive,102,FALSE,RT @WeAreWakinUp: #NowThis more like #NowDis #FlatEarth is this all they have to fight against #FE no wonder were beating the #FakeNews !�,,
@WeenieLinguini,1,0,en,unknown,negative,101,FALSE,RT @ageorgiou57: #FlatEarth  ona vertical rock of 140mt looking west in a very uncomfortable dangerous place( 05sq mt) 3:00 notice the�,,
@WeenieLinguini,1,0,und,unknown,positive,102,FALSE,RT @Thereason_2: #FlatEarth https://t.co/5vZ2ovshVR,,
@WeenieLinguini,1,0,nl,unknown,positive,103,FALSE,RT @FrankBLM: Benieuwd of mijn zoektocht naar een eerste (relatief bekende) Vlaamse aanhanger van de theorie van de platte aarde vanavond a�,,
@WeenieLinguini,1,0,fr,unknown,positive,104,FALSE,RT @bruno_spy: A ce sujet comment les platistes justifient la courbure tr�s visible sur cette photo ? #FlatEarth #complot https://t.co/LXt�,,
@WeenieLinguini,1,0,en,unknown,positive,105,FALSE,RT @khakipillowslip: So @Tierraplana6 followed me then unfollowed when they probably realised I�m not sharing their agenda. What�s the de�,,
@dayofavoured08,14,0,en,unknown,positive,106,FALSE,RT @WeAreWakinUp: Is this all it takes to convince Ye that Ye are on a #Globe ? This #CGI Shit ? No really! Why do they keep feeding Ye thi�,,
@dayofavoured08,18,0,en,unknown,positive,107,FALSE,RT @WeAreWakinUp: Its nice to see not much has changed since before the first so called #Astronot into so called #Space & in the modern day�,,
@dayofavoured08,67,0,en,unknown,positive,108,FALSE,RT @WeAreWakinUp: They are telling u the Truth #InPlaneSight come on ! Look into #FlatEarth for yourself !!!! #NASAlies  #MoonHoax ! https�,,
@gordon_scollay,0,0,und,unknown,positive,109,FALSE,@MotoGP #flatearth ?????,,
@mazhar_aley,0,0,hi,unknown,positive,110,FALSE,Dunya  ( #FlatEarthSociety ) lagi hui hai  haq waazih ho jaye ga. https://t.co/ouf7YPgOld,,
@AK_IceStorm,51,0,en,joy,positive,111,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Patrick_LMAA,0,0,und,unknown,positive,112,FALSE,@welt #FlatEarth #FlatEarthSociety,,
@jacksmi89845042,32,0,en,unknown,negative,111,FALSE,RT @FlatEarthOrg: Ooh the plot thickens! ?https://t.co/bDMBNWWMs7 �#FlatEarth ?? #FlatEarthSociety,,
@you__n__us,9,0,en,unknown,negative,110,FALSE,RT @MrFlateartherz: How does gravity hold the whole ocean to a ? ball while rotating ?Unless Of course gravity is fake #FlatEarth #FlatE�,,
@AshokJh38479430,2,0,en,unknown,negative,109,FALSE,RT @Sudipta91919191: Is the @FlatEarthOrg  a parody account? #FlatEarth #flatearthsociety,,
@you__n__us,3,0,en,surprise,neutral,109,FALSE,RT @MrFlateartherz: @NASA @NASAHubble #NASA Thinks all the people In the world are stupid #NASALies Research #FlatEarth Join #FlatEarthS�,,
@kennethlove19,9,0,en,unknown,negative,108,FALSE,RT @MrFlateartherz: How does 36200 feet deep sea water stay attached on a rotating ball IMPOSSIBLE Unless on a flat surface The ? earth�,,
@sierra_aviator,0,0,und,unknown,positive,109,FALSE,@SPACEdotcom #FlatEarthSociety,,
@MastaBanana1,32,0,en,unknown,negative,108,FALSE,RT @FlatEarthOrg: Ooh the plot thickens! ?https://t.co/bDMBNWWMs7 �#FlatEarth ?? #FlatEarthSociety,,
@kennethlove19,14,0,en,unknown,positive,109,FALSE,RT @DSL1912: #NobodyWantsToHear from #FlatEarthsociety #FlatEarth believers know that it�s a bs ? shill organization to mix #ridiculousnes�,,
@capathian,32,0,en,unknown,negative,108,FALSE,RT @FlatEarthOrg: Ooh the plot thickens! ?https://t.co/bDMBNWWMs7 �#FlatEarth ?? #FlatEarthSociety,,
@lwsr2001,51,0,en,joy,positive,109,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@RedChristianity,81,0,en,joy,negative,108,FALSE,RT @MrFlateartherz: Good morning flatearthers !!!Here's a proof of flat earth for the day Research #FlatEarth Join #flatearthsociety ht�,,
@RecoNoze,9,0,en,unknown,negative,107,FALSE,RT @MrFlateartherz: How does 36200 feet deep sea water stay attached on a rotating ball IMPOSSIBLE Unless on a flat surface The ? earth�,,
@AshChaEbe,0,0,en,joy,neutral,107,FALSE,I met a flatearther a while ago. He told me to look up a name and told not to forgot. However I�m really bad at remembering names and forgot. BUT flatearther boy if you�re reading this. Please give send me that name because I don�t want to do my homework.,,
@ochrejellies,0,1,en,joy,positive,108,FALSE,A flatearther is my facebook friend and I'm like horrified but can't look away as she argues the earth is flat as a dinner plate. #jesuschrist,,
@drifterceptor,9,0,en,sadness,negative,107,FALSE,RT @DSL1912: �They� are going hard to get the masses to think #FlatEarth is a ridiculous thing bc �they� don�t want you to know that �they��,,
@dreamc0re,0,0,en,unknown,negative,106,FALSE,@iam_preethi There are things that are objectively dumb. What can you learn from a flatearther?,,
@Woo_Debunker,1,0,en,unknown,negative,105,FALSE,RT @skeptropolis: Flatearther gurus have been intentionally lying and defaming those that expose them... since 2016. Think about that if yo�,,
@DlLUTEDSPELLS,0,1,en,unknown,positive,106,FALSE,@FrankIero @KingsRoadMerch i can't believe i missed this. time to bootleg some frank iero and the flatearther vegans shirts,,
@skeptropolis,1,4,en,unknown,negative,105,FALSE,Flatearther gurus have been intentionally lying and defaming those that expose them... since 2016. Think about that if you are a flatearther believer.https://t.co/Zww4Lz0FzK,,
@Royal_Time,0,0,ko,unknown,positive,106,FALSE,????? ???? ???? ????? ??? 2018? ???. 2019???? ????. 5%? Flatearther? ??? 20%? ???? ??. 25%??? ??? ??? ????.,,
@ParisUsa333,0,0,en,unknown,neutral,106,FALSE,@yeschills @trvmanblvcks Don�t join them they are fake Flatearther paid by government! Welcome to the truth the earth is flat indeed :),,
@hopefulpash,0,0,en,disgust,positive,107,FALSE,Honestly sick of #Googlemaps showing the world as a round ball when the #earth #is #flat #flatearther,,
@sjwnamjoon,0,1,en,unknown,positive,108,FALSE,who in loona is a flatearther,,
@gnemsa,9,0,en,sadness,negative,107,FALSE,RT @DSL1912: �They� are going hard to get the masses to think #FlatEarth is a ridiculous thing bc �they� don�t want you to know that �they��,,
@SpectremanKnows,1,0,en,unknown,positive,108,FALSE,RT @chaboyax: @JustWakeUp8 @SimonGr41594862 @rokro111 @Tanya10636025 @Macker202 @LordMolnar @CharlieCanFly @FlyingShadowz @thiz0710 @flatea�,,
@AgainstDenial,0,0,tl,unknown,positive,109,FALSE,@SpeelmanRenee @warrioroftrut @wherepond @inabster @wisermann @fardog @fouadhaidar @AviationMohamed @hands_derek @WVBeaulieu1 @phoenx7 @alison_rixon @nangpa01 @LunneySinead @kurtvolio @BrexitOrHodge @tourdelaterre @leena_dajani @LibertarianIRV @VolkersBra,,
@verycarey,0,1,en,anger,negative,108,FALSE,#Quantico is profiling the #MagaBomber I got $10 that says it�s a white angry low IQ male.  He probably watches #FoxBStv #conspiracynews #flatearther #whitefragility This is why we need free higher education in the US. #MakeAmericaSmartAgain,,
@1984alerts,0,0,en,unknown,positive,109,FALSE,@mooreae @SkyNewsAust You are a flat-earther.,,
@kennleandre,0,0,en,unknown,negative,108,FALSE,Everyone talking about that flat earther reply... I'm still disturbed that he can hear stuff in the vacuum of space! https://t.co/mGX3rIj6hn,,
@DIYLeaderGyujin,6,0,en,unknown,positive,109,FALSE,RT @topbrothersfact: did you know? TEEN TOP�s NIEL is a known flat earther and also a big nickelback fan,,
@kristina_dargan,0,0,en,unknown,positive,110,FALSE,�Listen I�m in this really large flat-earther group on Facebook...� -my coworker�s intro to some story,,
@Anatinus,2,0,en,unknown,positive,111,FALSE,RT @eimaj_j: Turns out my youngest sister's geography teacher is a flat earther.,,
@calewhale,59,0,en,unknown,positive,112,FALSE,RT @fro_vo: COWORKER (leaving work): see you aroundME (secretly a flat earther): the fuck did you just say to me,,
@ResistanceRed1,0,0,en,joy,negative,111,FALSE,@eugeneayala2010 Thats a good oneWhat's it called when the last flat earther collapses under the global truth and his arguments are ground to dust?Global Annihilation!,,
@Phrxh_Lorenzo,0,0,en,joy,positive,112,FALSE,He look like the type to eat a burrito from the side ? definitely flat earther behavior ? https://t.co/JJlOJKOhLb,,
@LukeBloom2,0,0,en,unknown,neutral,112,FALSE,RT @rsnzesty: So my mom is now a flat-earther... idk where I went wrong with her,,
@JHoyle14048490,59,0,en,joy,negative,111,FALSE,"RT @RadioFreeTom: The new and revised paperback (with a new foreword) of ""The Death of  Expertise"" is out. If you don't read it you'll bec�",,
@Bristarrr,59,0,en,unknown,positive,112,FALSE,RT @fro_vo: COWORKER (leaving work): see you aroundME (secretly a flat earther): the fuck did you just say to me,,
@Siubhan_H,59,0,en,joy,negative,111,FALSE,"RT @RadioFreeTom: The new and revised paperback (with a new foreword) of ""The Death of  Expertise"" is out. If you don't read it you'll bec�",,
@Trent53752090,0,0,en,sadness,negative,110,FALSE,"@LaLegale @BobB6345789 @TeaPainUSA LEE HARVEY OSWALD FFSCongrats youre a paranoid nut too - and i can say that I've been legitimately paranoid as part of my psychosis when I was 18I'd say youre as bad as a flat earther but their ""the bible says the earth ",,
@dirtyninjasox,59,0,en,unknown,positive,111,FALSE,RT @fro_vo: COWORKER (leaving work): see you aroundME (secretly a flat earther): the fuck did you just say to me,,
@don_haworth,59,0,en,unknown,positive,112,FALSE,RT @fro_vo: COWORKER (leaving work): see you aroundME (secretly a flat earther): the fuck did you just say to me,,
@reidcollum,0,0,en,unknown,positive,113,FALSE,Some say the globe is warming. Some say that it is flat. Our planet is one shitty beer.,,
@JudaMeg,0,0,en,unknown,negative,112,FALSE,@martinengwicht @elonmusk @ElDuderinoGG What moon?  Space doesn�t exist the planet is flat and the sun is a strategically placed flash light.  Everyone knows that!!   Wonder what they�re spending so much money on at SpaceX and NASA.  - if I had to gue,,
@naimfauzi__,0,0,en,unknown,negative,111,FALSE,@ainuldaniel If they say that the earth is flat. Ask them where is the edge of this planet. I bet they wont say anything after that,,
@Tim72Blue,0,0,en,unknown,positive,112,FALSE,@Theflateartherz So... Is Earth the only flat planet? Or are the other provably round planets also flat.... and what about the sun? Is that also flat? Why aren't we flat? So many questions.,,
@naimfauzi__,0,0,en,unknown,negative,111,FALSE,@Severi29709044 @FlatEarthOrg @walsh_maw19622 @Asyraaf__ If you�re saying that earth is flat can you tell me where is the edge of this planet?,,
@Truths_Facts,0,3,en,unknown,neutral,111,FALSE,@ashishchakrabor @imussman22 @SonyTV @iamnitinkumar1 @VishalDadlani Yeah yeah indeed! #IndianIdol10 is so biased that it selected most boring&flat song on planet for #SalmanAli even if they had to go out Ftheme of the day #LaxmikantPyarelal Even nextday s,,
@rfsinottawa,0,2,en,joy,negative,110,FALSE,@MaximeBernier If you say the Earth is flat I'm going to need to rethink joining the party.... We're definitely warming the planet in a negative way. Can we get back to responsible immigration please?,,
@Rondo2,0,3,en,joy,neutral,110,FALSE,@HenMazzig I love how there's 8B people scatterd over the entire planet 1.6B Muslims - Muslims control most of the world's oil- yet somehow many think that 14M Jews can control the entire rest of the world.Either Antisemitism is a mental disorder or Jews ,,
@AumonierJohn,0,9,en,joy,neutral,110,FALSE,@realDonaldTrump @Troy_Balderson Troy likely believes in the FLAT earth theory and that climate change is a HOAX.Remember when voting that clouds of pollution respect neither WALLS or national boundriesVote BLUE it's your duty to protect our planet!,,
@buzz_commander,2306,0,en,unknown,positive,111,FALSE,RT @marsrader: Buckminster Fuller's Dymaxion Map is a flat undistorted projection that reveals our planet as a single island chain surround�,,
@QuavoSlice,0,0,en,unknown,negative,110,FALSE,@JaniceDean @megynkelly Dude..... you CANNOT defend blackface. You are either the most ignorant person on the planet or a flat out racist. I don�t think Megyn Kelly is ignorant soooooo.,,
@HaveWeAllGoneM1,0,0,en,unknown,neutral,110,FALSE,"@JulianInsange @PierrePoilievre There is no such thing as a consensus in science  It is evolving by it very nature We used to believe the world was flat In the 70""S they warned of impending Ice Age There is now evidence that the planet is cooling There is",,
@PeterJohnKattz,0,0,en,joy,neutral,110,FALSE,@FowlJim @BjornLomborg Wealth destroys the biosphere and is limited on a round planet.Capitalist ideology is equal to flat earth logic. Complete with communist conspiracies round every corner like the chinese global warming conspiracy.,,
@BrendaDellaCasa,0,0,en,unknown,positive,111,FALSE,I am not sure if some planet is in retrograde or what but you know something is off when your nice dentist flat out hustles you. #CantCopeWithTheBetrayal,,
@fruitchicken1,0,1,en,unknown,negative,110,FALSE,@Gyanokath @Oswald1160 @DoubleDumas @Pandarcher @debiacharya1969 @AimeeespinAimee @james_jas85 @IssaraMark @_zero_gravitas @earthisaglobe @tbragsdale @Hamaya42920579 @captscorch @Crimsontide722 @X_BikiniBear_X @geoffboller @Captainswoop1 @PragmatiqueC @fl,,
@Lau_Code,41,0,en,unknown,positive,111,FALSE,RT @DarioEstraviz: 2000 years ago a greek guy calculates the diameter of the Earth with two shadows. Today there is people with smartphones�,,
@FieHazwani,0,0,en,unknown,positive,112,FALSE,The earth is sphere how is it flat?? https://t.co/LH8EOnE50u,,
@YASHK1989,53,0,en,unknown,negative,111,FALSE,RT @ExSecular: Finally pakis can see that earth is round not flat they can inform their Mullahs that no one is going to fall into the deep�,,
@ret_ward,0,0,en,unknown,positive,112,FALSE,�Mr President here is the presentation from the Flat Earth Society to provide a counterpoint to your conversations with NASA.� https://t.co/sQZeh7JR1O,,
@willmeridiano,19314,0,en,unknown,positive,113,FALSE,RT @lilpump: THE EARTH IS FLAT,,
@nigelrpage,0,0,en,joy,negative,112,FALSE,Of course he isn�t. He said so. Move along nothing to see here. Storm in a teacup etc.Oh and the moon is made of cheese and the Earth is flat. https://t.co/UlfI5KDL1o,,
@flux_nomad,1,0,en,unknown,positive,113,FALSE,RT @EdDarrell: One proof that the Earth is not flat. https://t.co/qDkL9nN4wq,,
@vivek1916,0,0,en,unknown,positive,114,FALSE,@hodlvolk @MagdaDavitt77 Neither the earth is flat..But their minds are..,,
@khakipillowslip,0,0,en,unknown,positive,115,FALSE,Biosphere.. I hope this is �atmosphere� you mean & not that �dome over Flat earth� bullshit... https://t.co/YrhWAHEbIg,,
@UAfoxtrot,0,0,en,unknown,positive,116,FALSE,"@Devon_Bailey @Donz_Resists @busybirdie10 @Franklin_Graham We keep learning things we didnt know. Many that were in the Bible over 2000 years ago. Such as the earth is round not flat. We ""discovered "" a truth that was already told us in scriputure. Just a",,
@jorgeruiz45,41,0,en,unknown,positive,117,FALSE,RT @DarioEstraviz: 2000 years ago a greek guy calculates the diameter of the Earth with two shadows. Today there is people with smartphones�,,
@dougfun,0,0,en,sadness,negative,116,FALSE,If the Earth is flat potholes are a fast way to get to China.  #FlatEarth,,
@MalcolmHerbert,5,0,en,joy,positive,117,FALSE,RT @SteveChalke: �The Flat Earth Society is proud to announce that it now has members right around the globe.�,,
@ellabensen,1,0,en,unknown,positive,118,FALSE,RT @eb1nd: millions of americans each year believe that the earth is flat some even believe that the earth is even real in this ted talk�,,
@eb1nd,1,1,en,unknown,positive,119,FALSE,millions of americans each year believe that the earth is flat some even believe that the earth is even real in this ted talk i will,,
@dmenamedinilla,2097,0,en,unknown,positive,120,FALSE,RT @Rainmaker1973: How Eratosthenes measured the size of Earth: the Cosmos episode where Carl Sagan explains how the ancient Greeks using�,,
@Campbell_VPC,2097,0,en,unknown,positive,121,FALSE,RT @Rainmaker1973: How Eratosthenes measured the size of Earth: the Cosmos episode where Carl Sagan explains how the ancient Greeks using�,,
@sigied_,0,0,en,unknown,positive,122,TRUE,I liked a @YouTube video https://t.co/IoRRQSiPFd Flat Earth dalam 5 Menit - Wajib Nonton! (Episode 16),,
@Lau_Code,41,0,en,unknown,positive,123,FALSE,RT @DarioEstraviz: 2000 years ago a greek guy calculates the diameter of the Earth with two shadows. Today there is people with smartphones�,,
@FieHazwani,0,0,en,unknown,positive,124,FALSE,The earth is sphere how is it flat?? https://t.co/LH8EOnE50u,,
@YASHK1989,53,0,en,unknown,negative,123,FALSE,RT @ExSecular: Finally pakis can see that earth is round not flat they can inform their Mullahs that no one is going to fall into the deep�,,
@sigied_,0,0,en,unknown,positive,124,TRUE,I liked a @YouTube video https://t.co/Pf3sB5LRu1 Flat Earth 09 (BANNED BY YOUTUBE): MENGGUGAT SISTEM YANG ZALIM (reuploaded),,
@ret_ward,0,0,en,unknown,positive,125,FALSE,�Mr President here is the presentation from the Flat Earth Society to provide a counterpoint to your conversations with NASA.� https://t.co/sQZeh7JR1O,,
@willmeridiano,19314,0,en,unknown,positive,126,FALSE,RT @lilpump: THE EARTH IS FLAT,,
@nigelrpage,0,0,en,joy,negative,125,FALSE,Of course he isn�t. He said so. Move along nothing to see here. Storm in a teacup etc.Oh and the moon is made of cheese and the Earth is flat. https://t.co/UlfI5KDL1o,,
@ItsFlatFolks,0,1,en,unknown,positive,126,FALSE,Meet POTP @ the Dublin Ireland Flat Earth Meetup Saturday Nov. 3rd [Mirror]: https://t.co/4Xz6YGNWyh via @YouTube,,
@sebabrodowski,0,0,pl,sadness,negative,125,FALSE,Podoba mi si? film Proof That Rockets Don't Penetrate The Firmament|Nothing Get to Space By Flat Earth Admiral w @YouTube �,,
@flux_nomad,1,0,en,unknown,positive,126,FALSE,RT @EdDarrell: One proof that the Earth is not flat. https://t.co/qDkL9nN4wq,,
@vivek1916,0,0,en,unknown,positive,127,FALSE,@hodlvolk @MagdaDavitt77 Neither the earth is flat..But their minds are..,,
@SkyDancerJames,0,0,en,unknown,positive,128,FALSE,I added a video to a @YouTube playlist https://t.co/sOlAz5ZJPr Planet Flat Earth | 2018 Nature Documentary II,,
@T__E__S__L__A,9,0,en,unknown,positive,129,FALSE,"RT @WeAreWakinUp: Jamie Brown is having a #FlatEarth #MeetUp on the 3rd of November at Darwen Tower ""Activism & Observations�! It would be�",,
@lullabywoman,0,0,en,unknown,positive,130,FALSE,#FlatEarthFAKE SPACE X IS A SPACE HOAX!!! https://t.co/TWYSoOpLlv via @YouTube,,
@dougfun,0,0,en,sadness,negative,129,FALSE,If the Earth is flat potholes are a fast way to get to China.  #FlatEarth,,
@seretideforwael,27,0,en,unknown,positive,130,FALSE,RT @Its_Stationary: What They Said vs. Reality#FlatEarth https://t.co/lXxeOFOgbK,,
@CathyWelsh2,6,0,en,unknown,negative,129,FALSE,RT @flatmotionless: These Satellite Launches are nothing but Tomfoolery to keep the Space Lie going and to keep YOU Entertained. They are N�,,
@ArseniKarp,1,0,en,unknown,negative,128,FALSE,RT @mattishellafat: Bruh if the Earth isnt flat then why are our feet straight. I mean in all these years we would have evolved curved fee�,,
@ArseniKarp,2,0,und,unknown,positive,129,FALSE,RT @atheist_punk1: https://t.co/wsSCKlP1Zi  #FlatEarth wtf,,
@ArseniKarp,5,0,en,unknown,positive,130,FALSE,"RT @HardcoreSkeptic: I uploaded a new episode ""Womansplaining and Manspreading"" on #spreaker #antivax #atheistpodcast #canpod #feminism #�",,
@ArseniKarp,2,0,de,unknown,positive,131,FALSE,RT @datavizzard: Hier was f�r eure Flache Erde Follower #FlatEarth https://t.co/5n1wQlH4PV,,
@mattishellafat,1,1,en,joy,negative,130,FALSE,Bruh if the Earth isnt flat then why are our feet straight. I mean in all these years we would have evolved curved feet to get a better grip on the Earth like it makes hella sense.#FlatEarth #flatearthsociety #austrliaisfake,,
@getshittyshow,5,0,en,unknown,positive,131,FALSE,"RT @HardcoreSkeptic: I uploaded a new episode ""Womansplaining and Manspreading"" on #spreaker #antivax #atheistpodcast #canpod #feminism #�",,
@PaperForSale,0,0,en,unknown,positive,132,FALSE,"@tattoosandbones no they really are!  Which size puddle first exhibits signs of ""curvature""?  #FlatEarth #logic",,
@JoshuaBD,3,0,en,joy,negative,131,FALSE,RT @TotesGlobular: Every single #FlatEarth argument against gravity is WRONG:? �It�s buoyancy!�? Buoyancy works due to gravity.?�Gravi�,,
@parallelnewsus,5,0,en,unknown,positive,132,FALSE,"RT @HardcoreSkeptic: I uploaded a new episode ""Womansplaining and Manspreading"" on #spreaker #antivax #atheistpodcast #canpod #feminism #�",,
